sample-id,primer,Depth,env_broad_scale,env_local_scale,env_medium,geo_loc_name,Sample Name,ammonium,nitrate,diss_oxygen,ph,lake,info,depth,temp,conductivity,ChlA,turbidity,PAR,DRP,is_delta,latitude,longitude,BioProject,BioSample,BioSampleModel,Collection_Date,Experiment,geo_loc_name_country,geo_loc_name_country_continent,lat_lon,Library Name,Organism,SRA Study,elev,tot_org_carb,calcium,Chloride,magnesium,org_carb,sulfate,diss_org_carb,Salinity,potassium,sodium,TEMP,altitude
SRR3931297,E527F_E1009R,deep,Ward_Hunt_Lake,Ice-Covered Lake,mat,Canada,WH_deep_mat_RNA_3,,,,,,,10,,,,,,,,,,PRJNA329332,SAMN05413976,Metagenome or environmental,15/07/2015,SRX1960764,Canada,North America,83.05 N 74.08 W,DB3_RNA_Euk,microbial mat metagenome,SRP078933,,,,,,,,,,,,,
SRR3931298,E527F_E1009R,shallow,Ward_Hunt_Lake,Ice-Covered Lake,mat,Canada,WH_shallow_mat_RNA_3,,,,,,,6,,,,,,,,,,PRJNA329332,SAMN05413977,Metagenome or environmental,21/07/2015,SRX1960765,Canada,North America,83.05 N 74.10 W,SB3_RNA_Euk,microbial mat metagenome,SRP078933,,,,,,,,,,,,,
SRR3931299,E527F_E1009R,mid,Ward_Hunt_Lake,Ice-Covered Lake,mat,Canada,WH_mid_mat_RNA_3,,,,,,,0.2,,,,,,,,,,PRJNA329332,SAMN05413978,Metagenome or environmental,19/07/2015,SRX1960766,Canada,North America,83.05 N 74.09 W,L3_RNA_Euk,microbial mat metagenome,SRP078933,,,,,,,,,,,,,
SRR3931300,E527F_E1009R,deep,Ward_Hunt_Lake,Ice-Covered Lake,mat,Canada,WH_deep_mat_1,,,,,,,10,,,,,,,,,,PRJNA329332,SAMN05414731,Metagenome or environmental,15/07/2015,SRX1960767,Canada,North America,83.05 N 74.08 W,DB1_DNA_Euk,microbial mat metagenome,SRP078933,,,,,,,,,,,,,
SRR3931301,E527F_E1009R,shallow,Ward_Hunt_Lake,Ice-Covered Lake,mat,Canada,WH_shallow_mat_1,,,,,,,6,,,,,,,,,,PRJNA329332,SAMN05414732,Metagenome or environmental,21/07/2015,SRX1960768,Canada,North America,83.05 N 74.10 W,SB1_DNA_Euk,microbial mat metagenome,SRP078933,,,,,,,,,,,,,
SRR3931302,E527F_E1009R,mid,Ward_Hunt_Lake,Ice-Covered Lake,mat,Canada,WH_mid_mat_1,,,,,,,0.2,,,,,,,,,,PRJNA329332,SAMN05414733,Metagenome or environmental,19/07/2015,SRX1960769,Canada,North America,83.05 N 74.09 W,L1_DNA_Euk,microbial mat metagenome,SRP078933,,,,,,,,,,,,,
SRR3931304,E527F_E1009R,deep,Ward_Hunt_Lake,Ice-Covered Lake,mat,Canada,WH_deep_mat_2,,,,,,,10,,,,,,,,,,PRJNA329332,SAMN05414737,Metagenome or environmental,15/07/2015,SRX1960771,Canada,North America,83.05 N 74.08 W,DB2_DNA_Euk,microbial mat metagenome,SRP078933,,,,,,,,,,,,,
SRR3931305,E527F_E1009R,shallow,Ward_Hunt_Lake,Ice-Covered Lake,mat,Canada,WH_shallow_mat_2,,,,,,,6,,,,,,,,,,PRJNA329332,SAMN05414738,Metagenome or environmental,21/07/2015,SRX1960772,Canada,North America,83.05 N 74.10 W,SB2_DNA_Euk,microbial mat metagenome,SRP078933,,,,,,,,,,,,,
SRR3931306,E527F_E1009R,mid,Ward_Hunt_Lake,Ice-Covered Lake,mat,Canada,WH_mid_mat_2,,,,,,,0.2,,,,,,,,,,PRJNA329332,SAMN05414739,Metagenome or environmental,19/07/2015,SRX1960773,Canada,North America,83.05 N 74.09 W,L2_DNA_Euk,microbial mat metagenome,SRP078933,,,,,,,,,,,,,
SRR3931307,E527F_E1009R,deep,Ward_Hunt_Lake,Ice-Covered Lake,mat,Canada,WH_deep_mat_3,,,,,,,10,,,,,,,,,,PRJNA329332,SAMN05414740,Metagenome or environmental,15/07/2015,SRX1960774,Canada,North America,83.05 N 74.08 W,DB3_DNA_Euk,microbial mat metagenome,SRP078933,,,,,,,,,,,,,
SRR3931308,E527F_E1009R,shallow,Ward_Hunt_Lake,Ice-Covered Lake,mat,Canada,WH_shallow_mat_3,,,,,,,6,,,,,,,,,,PRJNA329332,SAMN05414741,Metagenome or environmental,21/07/2015,SRX1960775,Canada,North America,83.05 N 74.10 W,SB3_DNA_Euk,microbial mat metagenome,SRP078933,,,,,,,,,,,,,
SRR3931309,E527F_E1009R,mid,Ward_Hunt_Lake,Ice-Covered Lake,mat,Canada,WH_mid_mat_3,,,,,,,0.2,,,,,,,,,,PRJNA329332,SAMN05414742,Metagenome or environmental,19/07/2015,SRX1960776,Canada,North America,83.05 N 74.09 W,L3_DNA_Euk,microbial mat metagenome,SRP078933,,,,,,,,,,,,,
SRR5837713,E527F_E1009R,surface,Ward_Hunt_Lake,Ice-Covered Lake,water,Canada,WH_water_track_3,,,,,,,,,,,,,,,,,PRJNA329332,SAMN07198396,Metagenome or environmental,05/08/2014,SRX3014244,Canada,North America,83.0882 N 74.1669 W,WHIWaTracDNAEuk3,aquatic metagenome,SRP078933,,,,,,,,,,,,,
SRR5837714,E527F_E1009R,surface,Ward_Hunt_Lake,Ice-Covered Lake,water,Canada,WH_snow_pack_3,,,,,,,,,,,,,,,,,PRJNA329332,SAMN07198395,Metagenome or environmental,04/08/2014,SRX3014243,Canada,North America,83.0872 N 74.1924 W,WHISnowcDNAEuk3,aquatic metagenome,SRP078933,,,,,,,,,,,,,
SRR5837716,E527F_E1009R,shallow,Ward_Hunt_Lake,Ice-Covered Lake,water,Canada,WH_epilimnion_1,,,,,,,,,,,,,,,,,PRJNA329332,SAMN07198385,Metagenome or environmental,05/08/2014,SRX3014241,Canada,North America,83.0874 N 74.148 W,WHILakEpicDNAEuk1,aquatic metagenome,SRP078933,,,,,,,,,,,,,
SRR5837717,E527F_E1009R,surface,Ward_Hunt_Lake,Ice-Covered Lake,water,Canada,WH_water_track_2,,,,,,,,,,,,,,,,,PRJNA329332,SAMN07198390,Metagenome or environmental,05/08/2014,SRX3014240,Canada,North America,83.0897 N 74.2146 W,WHIWaTracDNAEuk2,aquatic metagenome,SRP078933,,,,,,,,,,,,,
SRR5837718,E527F_E1009R,surface,Ward_Hunt_Lake,Ice-Covered Lake,water,Canada,WH_snow_pack_2,,,,,,,,,,,,,,,,,PRJNA329332,SAMN07198389,Metagenome or environmental,04/08/2014,SRX3014239,Canada,North America,83.088 N 74.1893 W,WHISnowcDNAEuk2,aquatic metagenome,SRP078933,,,,,,,,,,,,,
SRR5837719,E527F_E1009R,deep,Ward_Hunt_Lake,Ice-Covered Lake,water,Canada,WH_hypolimnion_2,,,,,,,,,,,,,,,,,PRJNA329332,SAMN07198392,Metagenome or environmental,06/08/2014,SRX3014238,Canada,North America,83.0873 N 74.1484 W,WHILakHypocDNAEuk2,aquatic metagenome,SRP078933,,,,,,,,,,,,,
SRR5837721,E527F_E1009R,shallow,Ward_Hunt_Lake,Ice-Covered Lake,water,Canada,WH_epilimnion_2,,,,,,,,,,,,,,,,,PRJNA329332,SAMN07198391,Metagenome or environmental,05/08/2014,SRX3014236,Canada,North America,83.0874 N 74.1484 W,WHILakEpicDNAEuk2,aquatic metagenome,SRP078933,,,,,,,,,,,,,
SRR5837732,E527F_E1009R,shallow,Ward_Hunt_Lake,Ice-Covered Lake,water,Canada,WH_lake_outlet_1,,,,,,,,,,,,,,,,,PRJNA329332,SAMN07198387,Metagenome or environmental,06/08/2014,SRX3014225,Canada,North America,83.1629 N 74.19445 W,WHILakOutcDNAEuk1,aquatic metagenome,SRP078933,,,,,,,,,,,,,
SRR5837733,E527F_E1009R,mid,Ward_Hunt_Lake,Ice-Covered Lake,water,Canada,WH_mixolimnion_1,,,,,,,,,,,,,,,,,PRJNA329332,SAMN07198388,Metagenome or environmental,07/08/2014,SRX3014224,Canada,North America,83.0729 N 74.2312 W,WHIMixAOcDNAEuk1,aquatic metagenome,SRP078933,,,,,,,,,,,,,
SRR5837734,E527F_E1009R,shallow,Ward_Hunt_Lake,Ice-Covered Lake,water,Canada,WH_lake_outlet_3,,,,,,,,,,,,,,,,,PRJNA329332,SAMN07198399,Metagenome or environmental,06/08/2014,SRX3014223,Canada,North America,83.163 N 74.1989 W,WHILakOutcDNAEuk3,aquatic metagenome,SRP078933,,,,,,,,,,,,,
SRR5837735,E527F_E1009R,mid,Ward_Hunt_Lake,Ice-Covered Lake,water,Canada,WH_mixolimnion_3,,,,,,,,,,,,,,,,,PRJNA329332,SAMN07198400,Metagenome or environmental,07/08/2014,SRX3014222,Canada,North America,83.0721 N 74.2266 W,WHIMixAOcDNAEuk3,aquatic metagenome,SRP078933,,,,,,,,,,,,,
SRR5837737,E527F_E1009R,surface,Ward_Hunt_Lake,Ice-Covered Lake,water,Canada,WH_snow_pack_1,,,,,,,,,,,,,,,,,PRJNA329332,SAMN07198383,Metagenome or environmental,04/08/2014,SRX3014220,Canada,North America,83.0887 N 74.1885 W,WHISnowcDNAEuk1,aquatic metagenome,SRP078933,,,,,,,,,,,,,
SRR5837738,E527F_E1009R,surface,Ward_Hunt_Lake,Ice-Covered Lake,water,Canada,WH_water_track_1,,,,,,,,,,,,,,,,,PRJNA329332,SAMN07198384,Metagenome or environmental,05/08/2014,SRX3014219,Canada,North America,83.0887 N 74.1741 W,WHIWaTracDNAEuk1,aquatic metagenome,SRP078933,,,,,,,,,,,,,
SRR5837745,E527F_E1009R,deep,Ward_Hunt_Lake,Ice-Covered Lake,water,Canada,WH_hypolimnion_1,,,,,,,,,,,,,,,,,PRJNA329332,SAMN07198386,Metagenome or environmental,06/08/2014,SRX3014212,Canada,North America,83.0874 N 74.148 W,WHILakHypocDNAEuk1,aquatic metagenome,SRP078933,,,,,,,,,,,,,
SRR5837752,E527F_E1009R,deep,Ward_Hunt_Lake,Ice-Covered Lake,water,Canada,WH_hypolimnion_3,,,,,,,,,,,,,,,,,PRJNA329332,SAMN07198398,Metagenome or environmental,06/08/2014,SRX3014205,Canada,North America,83.0874 N 74.1482 W,WHILakHypocDNAEuk3,aquatic metagenome,SRP078933,,,,,,,,,,,,,
SRR5837753,E527F_E1009R,shallow,Ward_Hunt_Lake,Ice-Covered Lake,water,Canada,WH_epilimnion_3,,,,,,,,,,,,,,,,,PRJNA329332,SAMN07198397,Metagenome or environmental,05/08/2014,SRX3014204,Canada,North America,83.0874 N 74.1482 W,WHILakEpicDNAEuk3,aquatic metagenome,SRP078933,,,,,,,,,,,,,
SRR5837762,E527F_E1009R,mid,Ward_Hunt_Lake,Ice-Covered Lake,water,Canada,WH_mixolimnion_2,,,,,,,,,,,,,,,,,PRJNA329332,SAMN07198394,Metagenome or environmental,07/08/2014,SRX3014195,Canada,North America,83.0735 N 74.2374 W,WHIMixAOcDNAEuk2,aquatic metagenome,SRP078933,,,,,,,,,,,,,
SRR5837763,E527F_E1009R,shallow,Ward_Hunt_Lake,Ice-Covered Lake,water,Canada,WH_lake_outlet_2,,,,,,,,,,,,,,,,,PRJNA329332,SAMN07198393,Metagenome or environmental,06/08/2014,SRX3014194,Canada,North America,83.163 N 74.1989 W,WHILakOutcDNAEuk2,aquatic metagenome,SRP078933,,,,,,,,,,,,,
